,bath,balcony,total_sqft_new,area_type_sq_feet,availability_maped,location_maped,size_sqft,society_maped
3431,2.0,2.0,1000.0,1100.0,82,518,900.0,
3432,2.0,2.0,1215.0,1300.0,82,1296,900.0,1995.0
3433,3.0,1.0,1200.0,1500.0,82,673,640.0,
3434,2.0,2.0,1336.0,1300.0,82,766,900.0,1742.0
3435,1.0,1.0,673.0,1300.0,82,1312,450.0,924.0
3436,2.0,1.0,1200.0,1500.0,82,123,320.0,
3437,7.0,2.0,600.0,1500.0,82,779,960.0,
3438,3.0,3.0,1600.0,1300.0,82,807,1350.0,
3439,2.0,0.0,1200.0,1500.0,82,805,320.0,
3440,4.0,1.0,2480.0,1500.0,82,576,960.0,
3441,3.0,,2500.0,1300.0,28,614,1350.0,
3442,5.0,3.0,2400.0,1500.0,82,375,800.0,
3443,2.0,2.0,1143.0,1300.0,82,1086,900.0,
3444,2.0,2.0,1470.0,1300.0,82,681,900.0,987.0
3445,3.0,2.0,1584.0,1500.0,82,777,640.0,
3446,3.0,2.0,1785.0,1300.0,82,820,1350.0,2733.0
3447,3.0,2.0,2292.0,1300.0,82,733,1350.0,
3448,3.0,3.0,1460.0,1300.0,82,736,1350.0,
3449,2.0,3.0,1500.0,1300.0,82,690,1350.0,
3450,4.0,1.0,1200.0,1500.0,82,1305,800.0,
3451,3.0,,3300.0,1100.0,82,1069,2250.0,
3452,2.0,2.0,1230.0,1300.0,82,334,900.0,
3453,1.0,1.0,650.0,1300.0,82,1306,450.0,1045.0
3454,2.0,,1480.0,1300.0,82,249,900.0,
3455,2.0,1.0,1220.0,1300.0,82,1187,900.0,1369.0
3456,3.0,1.0,1570.0,1300.0,82,416,1350.0,1745.0
3457,3.0,3.0,3000.0,1100.0,82,1058,1350.0,
3458,3.0,2.0,1665.0,1300.0,82,804,1350.0,1751.0
3459,3.0,1.0,1350.0,1500.0,82,197,480.0,
3460,5.0,2.0,4000.0,1500.0,82,1076,640.0,60.0
3461,2.0,0.0,1100.0,1500.0,82,1024,320.0,
3462,2.0,1.0,1350.0,1300.0,82,692,1350.0,1695.0
3463,3.0,2.0,1719.0,1100.0,82,687,1350.0,2089.0
3464,1.0,1.0,664.0,1300.0,82,285,450.0,1668.0
3465,2.0,1.0,1011.0,1300.0,30,1131,900.0,2259.0
3466,6.0,0.0,2400.0,1100.0,82,107,960.0,
3467,3.0,2.0,1680.0,1300.0,82,232,1350.0,
3468,2.0,0.0,717.0,1300.0,82,1312,900.0,2673.0
3469,4.0,2.0,700.0,1500.0,82,1201,640.0,
3470,2.0,2.0,1520.0,1300.0,82,1296,1350.0,2271.0
3471,2.0,2.0,1350.0,1000.0,82,1219,1350.0,2718.0
3472,3.0,,1760.0,1300.0,6,736,1350.0,2325.0
3473,2.0,1.0,875.0,1300.0,82,952,900.0,2224.0
3474,2.0,2.0,1231.0,1300.0,82,530,900.0,70.0
3475,2.0,3.0,1174.0,1300.0,82,1127,900.0,47.0
3476,3.0,3.0,1560.0,1100.0,82,855,1350.0,595.0
3477,2.0,2.0,1464.0,1300.0,82,502,900.0,
3478,3.0,2.0,2200.0,1500.0,82,681,480.0,
3479,2.0,2.0,850.0,1100.0,82,1112,900.0,
3480,3.0,1.0,1750.0,1100.0,82,1062,1350.0,79.0
3481,3.0,,2024.0,1300.0,82,33,1350.0,1400.0
3482,1.0,0.0,1500.0,1500.0,82,836,320.0,
3483,6.0,,2100.0,1500.0,82,1354,960.0,
3484,4.0,2.0,2408.0,1300.0,82,724,1350.0,2302.0
3485,2.0,1.0,1080.0,1300.0,82,375,900.0,370.0
3486,3.0,2.0,2070.0,1300.0,82,576,1350.0,
3487,2.0,1.0,1020.0,1100.0,30,428,900.0,
3488,2.0,3.0,1500.0,1300.0,82,238,1350.0,613.0
3489,5.0,1.0,1575.0,1500.0,82,796,640.0,
3490,4.0,1.0,3250.0,1500.0,82,721,640.0,
3491,2.0,1.0,1175.0,1300.0,82,1219,900.0,
3492,2.0,1.0,1030.0,1300.0,82,314,900.0,2627.0
3493,2.0,1.0,1440.0,1300.0,33,525,900.0,1282.0
3494,2.0,1.0,1500.0,1100.0,82,542,900.0,1947.0
3495,1.0,1.0,1380.0,1500.0,82,1187,160.0,
3496,2.0,3.0,1200.0,1100.0,82,191,900.0,883.0
3497,1.0,2.0,705.0,1100.0,82,1268,450.0,
3498,5.0,2.0,2240.0,1300.0,82,521,1350.0,1686.0
3499,3.0,1.0,1584.01,1300.0,82,527,1350.0,2333.0
3500,3.0,3.0,1340.0,1300.0,82,930,1350.0,176.0
3501,3.0,2.0,1800.0,1300.0,82,484,1350.0,1345.0
3502,2.0,3.0,1200.0,1300.0,82,978,900.0,
3503,1.0,1.0,685.0,1300.0,37,1076,450.0,231.0
3504,2.0,3.0,925.0,1300.0,82,660,900.0,2359.0
3505,2.0,2.0,1230.0,1300.0,82,360,900.0,29.0
3506,5.0,1.0,1200.0,1500.0,82,813,800.0,
3507,2.0,1.0,1125.0,1300.0,82,721,900.0,44.0
3508,2.0,1.0,1100.0,1300.0,82,525,900.0,
3509,3.0,2.0,2400.0,1500.0,29,621,480.0,1677.0
3510,2.0,2.0,1400.0,1300.0,33,430,1350.0,2471.0
3511,7.0,2.0,1200.0,1500.0,82,1219,1120.0,
3512,3.0,1.0,1858.0,1300.0,82,599,1350.0,417.0
3513,1.0,1.0,1260.0,1500.0,82,95,160.0,
3514,4.0,2.0,3530.0,1100.0,82,115,1800.0,2292.0
3515,2.0,2.0,1185.0,1300.0,82,505,900.0,
3516,2.0,1.0,1200.0,1500.0,82,984,320.0,
3517,2.0,1.0,1255.0,1300.0,82,530,900.0,
3518,6.0,3.0,3436.0,1300.0,82,1009,1800.0,
3519,3.0,2.0,1335.0,1100.0,82,742,1350.0,359.0
3520,3.0,2.0,1999.0,1300.0,82,392,1350.0,
3521,2.0,1.0,1200.0,1500.0,82,672,320.0,
3522,3.0,2.0,1397.0,1300.0,82,751,1350.0,633.0
3523,10.0,,1200.0,1500.0,82,621,1600.0,1268.0
3524,4.0,,3950.0,1300.0,82,356,1800.0,
3525,2.0,1.0,1200.0,1500.0,82,1306,320.0,1045.0
3526,3.0,0.0,1616.0,1500.0,82,325,480.0,
3527,7.0,2.0,1200.0,1500.0,82,209,1280.0,
3528,2.0,1.0,1270.0,1100.0,82,517,640.0,
3529,2.0,2.0,1140.0,1300.0,82,1004,900.0,853.0
3530,1.0,1.0,525.0,1300.0,67,681,450.0,1617.0
3531,2.0,1.0,1200.0,1500.0,82,1231,480.0,
3532,1.0,1.0,700.0,1100.0,82,190,160.0,
3533,2.0,1.0,1205.47,1300.0,33,194,900.0,2349.0
3534,3.0,2.0,1200.0,1500.0,82,1169,480.0,
3535,3.0,2.0,1700.0,1300.0,82,428,1350.0,1446.0
3536,4.0,0.0,750.0,1500.0,82,1187,800.0,
3537,2.0,1.0,1090.0,1300.0,71,681,900.0,824.0
3538,5.0,,3600.0,1300.0,82,1312,1800.0,924.0
3539,1.0,0.0,2400.0,1100.0,82,751,450.0,
3540,1.0,1.0,923.0,1300.0,47,1187,450.0,312.0
3541,6.0,2.0,3595.0,1300.0,36,857,1800.0,1260.0
3542,2.0,2.0,1050.0,1300.0,82,485,900.0,780.0
3543,2.0,2.0,1495.0,1300.0,82,1296,900.0,2606.0
3544,,,1664.0,1300.0,47,534,1350.0,1736.0
3545,3.0,2.0,1485.0,1100.0,82,894,1350.0,
3546,2.0,2.0,1033.0,1300.0,42,414,1350.0,
3547,2.0,1.0,1400.0,1300.0,82,428,1350.0,548.0
3548,1.0,0.0,500.0,1100.0,82,576,160.0,
3549,2.0,1.0,944.0,1300.0,82,1076,900.0,232.0
3550,5.0,0.0,3250.0,1100.0,82,1296,800.0,
3551,2.0,1.0,1216.0,1300.0,47,1296,900.0,1723.0
3552,2.0,1.0,1100.0,1300.0,82,1196,900.0,
3553,3.0,2.0,1743.0,1300.0,82,1187,1350.0,1380.0
3554,2.0,2.0,1274.0,1300.0,82,1305,900.0,1777.0
3555,3.0,2.0,2500.0,1300.0,82,775,1350.0,
3556,2.0,2.0,1512.0,1300.0,82,860,1350.0,2118.0
3557,5.0,1.0,3100.0,1300.0,82,409,1800.0,
3558,3.0,3.0,1650.0,1300.0,82,358,1350.0,
3559,3.0,1.0,1875.0,1100.0,82,406,1350.0,2474.0
3560,3.0,2.0,1350.0,1100.0,82,1296,1350.0,
3561,2.0,2.0,1219.0,1300.0,82,1019,900.0,
3562,4.0,1.0,1200.0,1500.0,82,476,640.0,
3563,3.0,3.0,2400.0,1500.0,82,1078,480.0,
3564,2.0,1.0,1141.0,1300.0,82,547,900.0,
3565,2.0,1.0,1151.0,1300.0,82,123,900.0,2782.0
3566,3.0,1.0,832.0,1500.0,82,279,480.0,1610.0
3567,2.0,1.0,915.0,1300.0,82,1076,900.0,2221.0
3568,3.0,0.0,3259.0,1500.0,82,1010,480.0,
3569,2.0,1.0,1115.0,1300.0,75,222,900.0,1617.0
3570,4.0,2.0,2072.0,1300.0,82,1192,1350.0,1722.0
3571,2.0,2.0,1200.0,1300.0,82,653,900.0,1201.0
3572,2.0,2.0,1300.0,1300.0,82,1122,900.0,1596.0
3573,2.0,2.0,1457.0,1300.0,82,242,900.0,147.0
3574,2.0,2.0,1262.0,1300.0,82,682,900.0,1342.0
3575,3.0,1.0,1196.0,1500.0,82,174,640.0,
3576,2.0,2.0,900.0,1300.0,29,126,900.0,
3577,1.0,1.0,420.0,1100.0,82,157,450.0,996.0
3578,2.0,1.0,1160.0,1300.0,82,675,900.0,
3579,2.0,2.0,1115.0,1300.0,82,687,900.0,
3580,2.0,1.0,1315.0,1100.0,82,589,1350.0,
3581,2.0,2.0,1500.0,1100.0,82,187,900.0,
3582,2.0,1.0,1127.0,1300.0,82,505,900.0,2467.0
3583,3.0,2.0,1397.0,1300.0,31,751,1350.0,633.0
3584,2.0,1.0,1173.0,1100.0,54,1296,900.0,
3585,2.0,2.0,1090.0,1300.0,82,1129,900.0,
3586,5.0,,2720.0,1300.0,82,1076,1350.0,1252.0
3587,2.0,1.0,1230.0,1300.0,36,599,900.0,342.0
3588,3.0,3.0,3200.0,1300.0,82,70,1800.0,
3589,2.0,1.0,858.0,1300.0,42,1076,900.0,593.0
3590,3.0,1.0,1868.0,1300.0,70,1180,1350.0,2288.0
3591,3.0,2.0,1689.28,1300.0,82,1219,1350.0,303.0
3592,3.0,2.0,600.0,1100.0,82,1277,1800.0,
3593,3.0,3.0,1425.0,1300.0,82,200,1350.0,
3594,6.0,2.0,1200.0,1500.0,82,1153,960.0,
3595,2.0,1.0,1350.0,1500.0,82,1205,320.0,
3596,6.0,0.0,4200.0,1100.0,82,314,960.0,
3597,2.0,1.0,1310.0,1300.0,82,1219,1350.0,935.0
3598,,,3185.0,1300.0,34,518,1800.0,1965.0
3599,2.0,1.0,970.0,1300.0,82,786,900.0,
3600,3.0,3.0,1397.0,1300.0,36,751,1350.0,633.0
3601,2.0,1.0,1157.0,1300.0,33,1075,900.0,2757.0
3602,2.0,1.0,1125.0,1300.0,82,687,900.0,
3603,2.0,1.0,1157.0,1300.0,82,1131,900.0,546.0
3604,2.0,1.0,1241.0,1300.0,82,1076,900.0,278.0
3605,1.0,1.0,660.0,1300.0,42,274,450.0,2169.0
3606,4.0,3.0,4000.0,1100.0,82,820,1800.0,1750.0
3607,4.0,1.0,2340.0,1300.0,82,1020,1800.0,1768.0
3608,1.0,1.0,596.0,1100.0,82,1245,450.0,1817.0
3609,16.0,,10000.0,1300.0,82,734,7200.0,
3610,4.0,3.0,1200.0,1500.0,82,757,640.0,2633.0
3611,3.0,1.0,1910.0,1300.0,82,114,1350.0,1790.0
3612,2.0,2.0,1139.0,1300.0,82,284,900.0,460.0
3613,5.0,2.0,3122.0,1300.0,82,1192,1800.0,1722.0
3614,2.0,2.0,1033.0,1300.0,41,1078,900.0,
3615,2.0,2.0,1168.0,1300.0,82,1312,900.0,924.0
3616,2.0,3.0,877.0,1300.0,82,312,900.0,
3617,2.0,2.0,1340.0,1100.0,33,433,900.0,2195.0
3618,2.0,2.0,1405.0,1100.0,82,165,1350.0,2174.0
3619,3.0,3.0,1800.0,1300.0,82,1115,1350.0,
3620,3.0,3.0,1750.0,1100.0,82,5,1350.0,2350.0
3621,2.0,1.0,1360.0,1300.0,82,847,1350.0,1763.0
3622,2.0,0.0,675.0,1500.0,82,807,480.0,
3623,2.0,1.0,985.0,1300.0,46,291,900.0,2099.0
3624,2.0,1.0,1300.0,1300.0,11,1253,900.0,
3625,3.0,2.0,1850.0,1300.0,82,76,1350.0,361.0
3626,2.0,3.0,1490.0,1300.0,82,1045,1350.0,2456.0
3627,1.0,1.0,620.0,1300.0,82,288,900.0,2644.0
3628,2.0,1.0,1130.0,1300.0,41,547,900.0,
3629,2.0,2.0,1080.0,1300.0,82,1304,900.0,296.0
3630,4.0,,3126.0,1100.0,82,1122,1800.0,
3631,2.0,3.0,1410.0,1300.0,82,238,1350.0,613.0
3632,3.0,2.0,1375.0,1300.0,82,276,1350.0,
3633,2.0,1.0,1290.0,1300.0,82,534,1350.0,1301.0
3634,2.0,1.0,1318.0,1300.0,47,548,1350.0,2272.0
3635,2.0,1.0,1128.0,1300.0,82,428,900.0,1621.0
3636,4.0,2.0,4428.0,1500.0,82,841,640.0,2407.0
3637,2.0,2.0,1051.0,1300.0,70,681,900.0,824.0
3638,5.0,0.0,3500.0,1500.0,82,706,480.0,
3639,4.0,1.0,2400.0,1500.0,82,682,640.0,1211.0
3640,2.0,3.0,1327.0,1300.0,82,1305,900.0,1775.0
3641,6.0,2.0,2912.0,1300.0,82,1192,1800.0,1722.0
3642,2.0,2.0,1301.0,1300.0,82,225,900.0,994.0
3643,1.0,0.0,650.0,1300.0,82,1193,450.0,
3644,3.0,1.0,1200.0,1500.0,33,1231,480.0,
3645,2.0,2.0,1500.0,1300.0,82,197,1350.0,
3646,6.0,,2700.0,1500.0,82,745,640.0,
3647,4.0,2.0,1350.0,1500.0,82,867,640.0,
3648,2.0,1.0,1000.0,1100.0,29,430,900.0,2471.0
3649,2.0,1.0,984.0,1300.0,49,1076,900.0,231.0
3650,3.0,1.0,1819.18,1300.0,79,599,1350.0,2305.0
3651,1.0,0.0,900.0,1100.0,82,872,160.0,
3652,3.0,1.0,1355.0,1300.0,28,525,1350.0,1279.0
3653,4.0,1.0,2145.0,1300.0,82,1074,1350.0,2366.0
3654,4.0,3.0,2475.0,1300.0,82,807,1350.0,2128.0
3655,2.0,0.0,1118.0,1300.0,29,653,900.0,
3656,1.0,1.0,910.0,1300.0,82,1043,450.0,
3657,3.0,2.0,1250.0,1300.0,36,792,1350.0,
3658,2.0,3.0,1304.0,1300.0,35,551,900.0,2278.0
3659,3.0,2.0,1615.0,1300.0,82,238,1350.0,613.0
3660,2.0,2.0,1400.0,1300.0,82,1076,900.0,487.0
3661,2.0,2.0,1070.0,1300.0,82,300,900.0,2793.0
3662,3.0,3.0,3500.0,1300.0,25,525,1350.0,684.0
3663,2.0,1.0,1132.0,1300.0,77,542,900.0,804.0
3664,3.0,2.0,2000.0,1300.0,82,1015,1350.0,
3665,5.0,1.0,2400.0,1500.0,82,525,1120.0,
3666,1.0,2.0,794.0,1300.0,82,1086,450.0,549.0
3667,2.0,2.0,1090.0,1300.0,82,1004,900.0,1157.0
3668,3.0,2.0,1500.0,1300.0,82,477,1350.0,1653.0
3669,3.0,2.0,2059.0,1300.0,82,33,1350.0,1645.0
3670,1.0,1.0,525.0,1300.0,67,681,450.0,1617.0
3671,2.0,1.0,1447.0,1300.0,36,259,900.0,1885.0
3672,2.0,1.0,1269.0,1300.0,54,1296,900.0,2683.0
3673,4.0,0.0,4800.0,1500.0,28,641,640.0,
3674,2.0,2.0,1070.0,1300.0,82,681,900.0,2186.0
3675,2.0,0.0,1150.0,1300.0,82,1180,900.0,
3676,2.0,2.0,1208.0,1300.0,82,820,900.0,
3677,2.0,1.0,1185.0,1300.0,82,1024,900.0,463.0
3678,3.0,1.0,1200.0,1500.0,82,760,480.0,
3679,2.0,1.0,888.0,1300.0,82,131,900.0,
3680,2.0,2.0,1015.0,1300.0,29,312,900.0,2514.0
3681,1.0,1.0,532.0,1100.0,82,306,450.0,
3682,3.0,1.0,1060.0,1300.0,82,1145,1350.0,
3683,1.0,1.0,700.0,1100.0,82,428,450.0,
3684,2.0,2.0,902.0,1300.0,82,350,900.0,1804.0
3685,3.0,3.0,600.0,1500.0,82,202,960.0,
3686,2.0,1.0,1175.0,1300.0,82,1219,900.0,
3687,2.0,1.0,1365.0,1300.0,42,274,900.0,2169.0
3688,2.0,1.0,984.0,1300.0,82,406,900.0,896.0
3689,2.0,2.0,2700.0,1500.0,82,525,640.0,
3690,3.0,2.0,1475.0,1300.0,82,605,1350.0,
3691,2.0,2.0,1300.0,1300.0,82,518,900.0,1413.0
3692,6.0,1.0,1200.0,1500.0,82,64,800.0,
3693,2.0,2.0,1453.0,1100.0,82,187,1350.0,
3694,2.0,3.0,1550.0,1300.0,82,854,900.0,1960.0
3695,3.0,,1666.0,1100.0,82,103,1350.0,511.0
3696,4.0,2.0,1410.0,1500.0,82,103,640.0,
3697,5.0,3.0,4025.0,1500.0,35,1305,640.0,1498.0
3698,3.0,3.0,1845.0,1300.0,82,856,1350.0,2769.0
3699,3.0,3.0,1676.0,1300.0,82,1078,1350.0,1770.0
3700,2.0,1.0,1137.0,1300.0,54,1219,900.0,1629.0
3701,2.0,1.0,1360.0,1300.0,82,428,1350.0,765.0
3702,2.0,2.0,1374.0,1300.0,82,1261,1350.0,733.0
3703,3.0,2.0,1700.0,1100.0,82,627,480.0,
3704,5.0,0.0,3227.0,1500.0,82,1296,800.0,
3705,4.0,,2145.0,1300.0,82,437,1800.0,430.0
3706,6.0,3.0,2400.0,1500.0,82,733,640.0,
3707,3.0,2.0,2170.0,1300.0,36,687,1350.0,
3708,2.0,1.0,1080.0,1100.0,82,220,900.0,
3709,3.0,3.0,1790.0,1100.0,82,430,1350.0,1956.0
3710,1.0,1.0,550.0,1300.0,82,406,450.0,
3711,2.0,2.0,1270.0,1300.0,82,958,1350.0,
3712,2.0,2.0,1033.0,1100.0,82,1127,900.0,91.0
3713,2.0,1.0,1000.0,1100.0,82,666,320.0,
3714,6.0,2.0,2940.0,1300.0,42,274,1800.0,2169.0
3715,2.0,2.0,1240.0,1300.0,82,746,900.0,276.0
3716,5.0,1.0,1650.0,1500.0,82,690,800.0,
3717,2.0,1.0,883.0,1300.0,82,667,900.0,1713.0
3718,2.0,0.0,1500.0,1100.0,5,929,1350.0,1986.0
3719,3.0,3.0,1730.0,1300.0,82,820,1350.0,238.0
3720,3.0,3.0,1915.0,1300.0,82,687,1350.0,
3721,3.0,2.0,1545.0,1300.0,82,1296,1350.0,295.0
3722,4.0,2.0,1865.0,1300.0,47,823,1350.0,
3723,2.0,2.0,1150.0,1300.0,82,526,900.0,
3724,2.0,2.0,1200.0,1300.0,29,498,900.0,
3725,2.0,2.0,963.0,1100.0,82,706,900.0,
3726,3.0,1.0,1200.0,1500.0,82,826,480.0,197.0
3727,4.0,3.0,2600.0,1300.0,82,229,1800.0,
3728,4.0,,1700.0,1100.0,82,655,1800.0,2463.0
3729,3.0,1.0,1682.0,1300.0,82,778,1350.0,2303.0
3730,2.0,2.0,1371.0,1100.0,82,1305,1350.0,1835.0
3731,2.0,1.0,901.0,1300.0,70,534,900.0,
3732,7.0,0.0,600.0,1500.0,82,1277,1120.0,
3733,3.0,1.0,1730.0,1300.0,82,113,1350.0,1903.0
3734,4.0,0.0,1200.0,1500.0,82,727,640.0,
3735,3.0,3.0,1500.0,1300.0,82,425,1350.0,1909.0
3736,6.0,,3785.0,1300.0,82,1076,1800.0,1252.0
3737,4.0,2.0,3500.0,1100.0,82,879,1800.0,
3738,2.0,1.0,1203.0,1000.0,82,779,900.0,803.0
3739,2.0,2.0,1357.0,1300.0,82,546,900.0,
3740,3.0,2.0,1600.0,1300.0,82,1236,1350.0,2498.0
3741,1.0,1.0,350.0,1100.0,82,1306,450.0,1045.0
3742,3.0,1.0,1665.0,1300.0,82,1231,1350.0,1224.0
3743,3.0,3.0,1400.0,1500.0,82,1024,480.0,
3744,1.0,1.0,835.0,1300.0,82,1076,450.0,
3745,3.0,2.0,815.0,1500.0,82,313,320.0,
3746,2.0,1.0,1444.0,1300.0,82,518,1350.0,1413.0
3747,2.0,2.0,1277.0,1300.0,82,675,900.0,
3748,3.0,1.0,1521.0,1300.0,82,778,1350.0,2303.0
3749,2.0,1.0,1134.0,1300.0,82,800,900.0,
3750,2.0,1.0,995.0,1300.0,82,1237,900.0,
3751,5.0,2.0,2760.0,1300.0,82,924,1350.0,350.0
3752,1.0,1.0,1325.0,1100.0,82,820,900.0,1750.0
3753,6.0,,4000.0,1100.0,82,736,960.0,
3754,3.0,2.0,1525.0,1100.0,82,820,1350.0,
3755,2.0,2.0,1320.0,1300.0,30,1005,1350.0,
3756,1.0,1.0,650.0,1300.0,82,433,450.0,2448.0
3757,2.0,1.0,1858.0,1100.0,82,923,1350.0,
3758,2.0,1.0,1150.0,1300.0,64,428,900.0,
3759,2.0,1.0,769.0,1300.0,82,430,900.0,1221.0
3760,3.0,2.0,1571.0,1300.0,82,428,1350.0,1621.0
3761,3.0,1.0,1445.0,1300.0,82,534,1350.0,1301.0
3762,2.0,2.0,1590.0,1300.0,82,556,1350.0,2025.0
3763,2.0,2.0,902.0,1300.0,82,277,900.0,1505.0
3764,3.0,1.0,2238.0,1500.0,35,1075,480.0,
3765,2.0,1.0,1090.0,1100.0,30,428,900.0,
3766,3.0,3.0,1712.0,1100.0,82,1305,1350.0,1409.0
3767,2.0,1.0,1088.0,1100.0,82,518,900.0,
3768,3.0,3.0,1575.0,1300.0,82,1127,1350.0,
3769,6.0,3.0,2150.0,1500.0,82,886,960.0,
3770,3.0,2.0,1920.0,1300.0,82,751,1350.0,1878.0
3771,2.0,0.0,1000.0,1500.0,82,824,320.0,
3772,2.0,2.0,1100.0,1300.0,38,318,900.0,
3773,2.0,2.0,1089.0,1300.0,82,428,900.0,592.0
3774,2.0,1.0,1106.0,1100.0,82,545,900.0,1339.0
3775,2.0,2.0,927.0,1300.0,30,706,900.0,
3776,2.0,2.0,1339.0,1300.0,82,681,900.0,1741.0
3777,1.0,1.0,923.0,1100.0,65,1187,450.0,312.0
3778,3.0,2.0,2900.0,1500.0,29,1076,480.0,
3779,2.0,2.0,1175.0,1300.0,82,766,900.0,1887.0
3780,2.0,1.0,975.0,1100.0,82,1199,900.0,2346.0
3781,4.0,1.0,2400.0,1300.0,82,525,1350.0,1061.0
3782,3.0,2.0,1330.0,1300.0,82,1153,1350.0,1671.0
3783,2.0,1.0,1183.0,1300.0,54,1187,900.0,312.0
3784,3.0,2.0,1758.0,1300.0,82,521,1350.0,
3785,3.0,2.0,1200.0,1500.0,82,872,480.0,
3786,2.0,1.0,1255.0,1300.0,42,525,1350.0,1279.0
3787,4.0,2.0,600.0,1500.0,82,867,480.0,
3788,2.0,2.0,1100.0,1100.0,82,938,900.0,2112.0
3789,2.0,2.0,1170.0,1300.0,30,1024,900.0,2701.0
3790,5.0,2.0,2400.0,1100.0,82,1240,800.0,
3791,3.0,3.0,1530.0,1300.0,82,1004,1350.0,853.0
3792,2.0,2.0,1420.0,1100.0,18,525,900.0,1282.0
3793,4.0,2.0,1200.0,1500.0,82,461,640.0,
3794,6.0,3.0,1045.0,1500.0,82,76,960.0,
3795,3.0,1.0,1591.0,1300.0,44,681,1350.0,1667.0
3796,3.0,2.0,1680.0,1300.0,82,76,1350.0,666.0
3797,3.0,1.0,675.0,1500.0,82,705,320.0,
3798,2.0,1.0,1055.0,1300.0,42,542,900.0,411.0
3799,3.0,2.0,1918.0,1300.0,82,571,1350.0,2330.0
3800,2.0,1.0,1280.0,1300.0,32,1076,900.0,1077.0
3801,3.0,3.0,1560.0,1300.0,82,872,1350.0,528.0
3802,2.0,2.0,1145.0,1300.0,82,1076,900.0,2636.0
3803,3.0,2.0,2106.0,1300.0,82,1180,1350.0,2288.0
3804,3.0,2.0,1801.0,1300.0,82,424,1350.0,
3805,5.0,3.0,1200.0,1500.0,82,1091,800.0,
3806,3.0,2.0,1718.0,1300.0,82,1009,900.0,1595.0
3807,3.0,2.0,1306.0,1300.0,58,1296,1350.0,2323.0
3808,2.0,1.0,1320.0,1300.0,46,525,900.0,1800.0
3809,2.0,2.0,1350.0,1100.0,82,34,1350.0,
3810,4.0,,2990.0,1100.0,82,987,1800.0,
3811,5.0,3.0,3800.0,1100.0,82,663,1800.0,10.0
3812,2.0,1.0,1344.0,1300.0,82,222,1350.0,567.0
3813,3.0,2.0,1893.0,1300.0,82,222,1350.0,
3814,2.0,1.0,1107.0,1300.0,82,312,1350.0,
3815,10.0,,1200.0,1500.0,82,978,1440.0,
3816,2.0,1.0,1190.0,1300.0,82,766,900.0,1887.0
3817,2.0,1.0,1000.0,1100.0,82,1296,900.0,1614.0
3818,2.0,1.0,2400.0,1500.0,82,658,320.0,1072.0
3819,2.0,1.0,1000.0,1300.0,82,747,900.0,1330.0
3820,3.0,2.0,2113.0,1300.0,82,604,1350.0,2554.0
3821,2.0,1.0,1100.0,1100.0,82,642,900.0,
3822,4.0,1.0,1200.0,1500.0,82,1086,800.0,
3823,4.0,2.0,1884.0,1300.0,82,521,1800.0,2828.0
3824,2.0,1.0,1110.0,1300.0,82,428,900.0,2823.0
3825,2.0,2.0,1027.0,1300.0,82,741,900.0,2459.0
3826,3.0,2.0,1250.0,1300.0,36,1183,1350.0,
3827,3.0,0.0,1470.0,1100.0,82,1076,1350.0,
3828,2.0,1.0,1150.0,1100.0,36,664,900.0,
3829,3.0,2.0,1200.0,1500.0,82,507,480.0,986.0
3830,1.0,1.0,703.0,1300.0,29,742,450.0,2116.0
3831,2.0,2.0,1400.0,1300.0,82,1260,1350.0,
3832,2.0,2.0,1195.0,1300.0,82,242,900.0,1973.0
3833,2.0,1.0,1302.0,1300.0,82,894,900.0,2768.0
3834,3.0,1.0,1583.0,1300.0,41,238,1350.0,1728.0
3835,2.0,3.0,1488.0,1300.0,82,746,1350.0,276.0
3836,5.0,2.0,600.0,1500.0,82,764,640.0,
3837,2.0,2.0,1385.0,1300.0,29,671,1350.0,519.0
3838,4.0,2.0,3262.0,1300.0,82,1296,1800.0,
3839,3.0,2.0,1600.0,1100.0,32,428,1350.0,1621.0
3840,2.0,1.0,1150.0,1300.0,82,923,900.0,732.0
3841,9.0,,4500.0,1500.0,82,762,1440.0,
3842,2.0,1.0,1263.0,1300.0,82,1076,900.0,
3843,8.0,2.0,1200.0,1500.0,82,642,1120.0,
3844,2.0,2.0,1299.0,1300.0,60,681,900.0,2293.0
3845,2.0,1.0,1330.0,1300.0,82,200,900.0,
3846,2.0,2.0,1282.0,1300.0,28,375,1350.0,2048.0
3847,3.0,2.0,1853.0,1100.0,82,591,1350.0,
3848,2.0,1.0,861.0,1300.0,82,645,900.0,925.0
3849,3.0,2.0,1600.0,1100.0,82,222,1350.0,1962.0
3850,2.0,1.0,1256.0,1100.0,82,870,900.0,
3851,2.0,2.0,1390.0,1300.0,82,1185,1350.0,1452.0
3852,2.0,,1550.0,1300.0,82,152,1350.0,1808.0
3853,6.0,3.0,1200.0,1500.0,82,17,1760.0,
3854,2.0,1.0,919.0,1100.0,82,525,900.0,
3855,3.0,0.0,1625.0,1500.0,36,824,480.0,
3856,2.0,2.0,1195.0,1300.0,82,495,900.0,1754.0
3857,4.0,1.0,2400.0,1300.0,82,412,2700.0,
3858,2.0,1.0,1159.0,1300.0,82,1308,900.0,1000.0
3859,3.0,1.0,1386.0,1300.0,58,1296,1350.0,2323.0
3860,2.0,1.0,1197.0,1300.0,82,521,900.0,1686.0
