,area_type,availability,location,size,society,total_sqft,bath,balcony,price
256,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2555,3.0,2.0,175.37342353735795
257,Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1535,2.0,2.0,66.6261633075112
258,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Vangsld,1299,2.0,1.0,74.68893595061583
259,Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1257,2.0,1.0,65.84304456184843
260,Super built-up  Area,21-Dec,Whitefield,3 BHK,SudenEd,1498 - 1523,3.0,0.0,72.19791934592548
261,Super built-up  Area,19-Dec,"J.P.Nagar 6th Phase , sarakki nagar",3 BHK,,1750,3.0,2.0,105.46522773929522
262,Super built-up  Area,21-Dec,Thanisandra,2 BHK,Bhe 2ko,1183,2.0,1.0,61.132864880372864
263,Super built-up  Area,18-Mar,Raja Rajashware nagar,3 BHK,,1400,2.0,1.0,65.65301674729312
264,Super built-up  Area,Ready To Move,Malleshpalya,3 BHK,,1950,3.0,3.0,123.50597206644746
265,Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1680,3.0,2.0,101.7312574785936
266,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,i1rtsCo,1395,3.0,2.0,65.20797726714576
267,Plot  Area,Ready To Move,Chandapura,4 Bedroom,,1425,3.0,1.0,109.2893051232477
268,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1540,3.0,1.0,78.94514073779604
269,Super built-up  Area,Ready To Move,Old Airport Road,4 BHK,Roa 2ha,2671,4.0,,209.45725552438867
270,Built-up  Area,Ready To Move,Malleshwaram,8 Bedroom,,6700,8.0,0.0,318.14371419056204
271,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2388,3.0,2.0,180.12636206176438
272,Plot  Area,Ready To Move,KSRTC Layout,6 Bedroom,,1000,6.0,3.0,127.92301014705973
273,Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,59.084418122514805
274,Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,30.864737370786024
275,Super built-up  Area,Ready To Move,Hormavu,2 BHK,,970,2.0,2.0,43.29920162321417
276,Super built-up  Area,18-Jul,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,65.57800308416113
277,Plot  Area,18-May,TC Palaya,3 Bedroom,,1200,2.0,0.0,78.96999868346383
278,Super built-up  Area,Ready To Move,KR Puram,2 BHK,SVlesas,1156,2.0,1.0,53.74256976062132
279,Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,2.0,2.0,109.10324142402506
280,Super built-up  Area,Ready To Move,Kengeri,2 BHK,,750,2.0,1.0,33.42880182713302
281,Built-up  Area,Ready To Move,Kattigenahalli,1 BHK,,750,1.0,2.0,40.77436834385198
282,Built-up  Area,Ready To Move,RMV Extension,3 BHK,Hohnari,1775,3.0,1.0,108.17256933654295
283,Super built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,RoisePa,1350,2.0,1.0,71.47580354288134
284,Super built-up  Area,Ready To Move,Begur Road,2 BHK,DhncyRe,965,2.0,2.0,42.178694476393986
285,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Gaodsch,1505,3.0,2.0,85.62246138963224
286,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,Saitya ,1342,2.0,2.0,77.72955790374651
287,Plot  Area,Ready To Move,Shivaji Nagar,1 Bedroom,,374,1.0,0.0,34.20508243901322
288,Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,3Codeli,2178,3.0,1.0,145.00841570141253
289,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,62.68031155100964
290,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,2.0,1.0,74.45627889473069
291,Super built-up  Area,Ready To Move,8th Block Jayanagar,4 BHK,Vaisei ,3367,5.0,,272.7462305259029
292,Built-up  Area,Ready To Move,Whitefield,2 BHK,P acera,1305,2.0,1.0,70.10557506941127
293,Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1210,2.0,1.0,68.17371390979467
294,Built-up  Area,18-Dec,Electronic City,2 BHK,,1090,2.0,1.0,43.93773148835567
295,Plot  Area,Ready To Move,Srinagar,6 Bedroom,,1800,5.0,2.0,184.85650768656
296,Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Sahtsi ,1175,2.0,1.0,59.60700787976044
297,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1103,2.0,2.0,38.012748158149165
298,Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,,2700,4.0,1.0,187.96873322915806
299,Super built-up  Area,19-Dec, Bhoganhalli,1 RK,Rosha I,336,1.0,0.0,22.97290635748422
300,Super built-up  Area,Ready To Move,Bagalur,3 BHK,Krton S,2767,3.0,1.0,260.9341078255937
301,Plot  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,,600,4.0,0.0,83.67274300746362
302,Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brica E,3630,6.0,1.0,286.97709793991356
303,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2556,3.0,2.0,175.37342353735795
304,Plot  Area,Ready To Move,Frazer Town,4 Bedroom,,2400,4.0,0.0,291.1842879707971
305,Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Raide P,1303,2.0,1.0,78.84846308890515
306,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Rie 2ri,1000,2.0,2.0,41.801642302320786
307,Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1050,2.0,1.0,48.83176320015777
308,Super built-up  Area,19-Dec,7th Phase JP Nagar,4 BHK,Puarero,2504,4.0,1.0,212.92386619737627
309,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,50.864509351649865
310,Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Bipan A,1076,2.0,2.0,53.76470278330181
311,Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1200,2.0,2.0,55.49384932580088
312,Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1090,2.0,1.0,34.98684501735143
313,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1180,2.0,2.0,49.69344139576327
314,Super built-up  Area,21-Dec,Thanisandra,3 BHK,Bhe 2ko,1349,3.0,3.0,72.07666902840191
315,Built-up  Area,Ready To Move,Thubarahalli,4 Bedroom,Raosehi,2000,4.0,2.0,137.42840244581598
316,Plot  Area,Ready To Move,Hosa Road,9 Bedroom,,4000,9.0,3.0,410.6395202717974
317,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450,5.0,2.0,283.00752337802726
318,Built-up  Area,Ready To Move,Banashankari,4 Bedroom,Bharani,1300,3.0,1.0,97.1580224969281
319,Built-up  Area,Ready To Move,Devanahalli Road,3 Bedroom,,2424,3.0,3.0,168.6926773348976
320,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Bhncy R,1230,2.0,2.0,67.3376307018697
321,Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,4.0,3.0,143.3747802809038
322,Super built-up  Area,Ready To Move,Lakshmi Layout,3 BHK,,1600,3.0,,85.56185084683614
323,Super built-up  Area,Ready To Move, Hoodi,1 BHK,Aklon A,750,1.0,1.0,45.9749106466271
324,Super built-up  Area,Ready To Move,Whitefield,2 BHK,MKensi ,1225,2.0,2.0,57.5906853463878
325,Built-up  Area,18-Apr,Doddaballapur,1 Bedroom,,5Acres,1.0,0.0,140.42476680966138
326,Plot  Area,Ready To Move,nynappanahalli,3 Bedroom,,3600,3.0,1.0,287.2252542579946
327,Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,,1350,2.0,1.0,60.69835897454022
328,Super built-up  Area,Ready To Move,Thirupalya,2 BHK,Pao 2Sm,1025,2.0,1.0,48.048019786064266
329,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,920,2.0,1.0,44.962056011965295
330,Super built-up  Area,Ready To Move,Narayanappa Garden,2 BHK,Vacle P,1140,2.0,2.0,52.8609907368045
331,Plot  Area,Ready To Move,Sector 3 HSR Layout,1 Bedroom,,1200,1.0,,82.22968787219578
332,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1350,2.0,2.0,71.66933930895945
333,Built-up  Area,Ready To Move,Subramanyapura,3 BHK,NaersSh,1750,3.0,2.0,101.93367824576843
334,Super built-up  Area,Ready To Move,Electronic City,1 BHK,Goty  E,638,1.0,1.0,30.500985220435105
335,Super built-up  Area,18-Apr,EPIP Zone,2 BHK,BrontLa,1130,2.0,1.0,58.39007362937311
336,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,137.2678706983351
337,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Krryll ,1163,2.0,3.0,51.51559768401963
338,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1390,2.0,3.0,60.084873661937344
339,Super built-up  Area,Ready To Move,Nandini Layout,1 BHK,,400,1.0,1.0,21.55193925332677
340,Super built-up  Area,Ready To Move,Chandra Layout,2 BHK,,864,2.0,1.0,33.28341524903054
341,Super built-up  Area,18-Nov,Kengeri,1 BHK,VBn 2lm,540,1.0,1.0,22.662868446233208
342,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,950,2.0,2.0,40.92508314201881
343,Super built-up  Area,18-Nov,Govindpura,2 BHK,,1171,2.0,1.0,52.3663335543459
344,Plot  Area,Ready To Move,Sadanand Nagar,3 Bedroom,,3075,3.0,1.0,291.64038739140733
345,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1692,3.0,2.0,95.80239465119998
346,Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3321,4.0,2.0,314.59910910490316
347,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,50.04767473956217
348,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,60.036626884383296
349,Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,700,2.0,0.0,37.35413346944895
350,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Dyayash,1485,3.0,2.0,81.44464122437405
351,Super built-up  Area,18-May,Rachenahalli,1 BHK,AsNowre,660 - 690,1.0,0.0,35.12069548681538
352,Built-up  Area,Ready To Move,Kothannur,2 BHK,,1090,2.0,3.0,49.95648044860009
353,Carpet  Area,20-Dec,Kanakpura Road,3 BHK,Roiti A,978,3.0,0.0,60.4449826065761
354,Super built-up  Area,15-Oct,Jeevanhalli,3 BHK,Moersrm,2200,4.0,,168.66147552966575
355,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1700,3.0,2.0,108.49934808422441
356,Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,1200,4.0,,158.24530290401663
357,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,3.0,74.49987284251485
358,Super built-up  Area,18-Aug,Hennur Road,3 BHK,Puachal,1804,3.0,2.0,119.59554911564629
359,Super built-up  Area,Ready To Move,Gottigere,2 BHK,,1230,2.0,2.0,56.714341640457114
360,Built-up  Area,18-Aug,Battarahalli,3 BHK,PaontWa,2082,3.0,2.0,124.52655445778035
361,Built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,2.0,60.04746392492233
362,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1100,2.0,2.0,46.916087184183674
363,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530,2.0,2.0,80.21896251681808
364,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,909,2.0,0.0,43.32005679429412
365,Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1380,3.0,1.0,66.88049262117671
366,Built-up  Area,Ready To Move,Telecom Layout,3 Bedroom,,2140,4.0,1.0,137.16553862968226
367,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Octons ,1309,2.0,,67.88930009152318
368,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,47.047118908382366
369,Plot  Area,18-Feb,Sarjapur  Road,4 Bedroom,,2650,4.0,2.0,270.30431183301533
370,Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,1150,2.0,2.0,61.12258734401324
371,Built-up  Area,Ready To Move,Pulkeshi Nagar,5 BHK,ElaleSp,3500,5.0,,254.42075239329233
372,Super built-up  Area,Ready To Move,Thirupalya,1 BHK,Pao 2Sm,675,1.0,1.0,34.83197290186183
373,Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Brods W,1333,3.0,1.0,71.54320487400521
374,Built-up  Area,19-Dec,"Hoodi Circle, ",3 BHK,,1545,3.0,2.0,78.8223818547744
375,Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,,1500,3.0,1.0,89.65793022479674
376,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1697,3.0,2.0,110.97736042310943
377,Plot  Area,Ready To Move,Koppa village,6 Bedroom,,1000,5.0,1.0,127.30779862221081
378,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,,2735,3.0,3.0,205.93766477608608
379,Built-up  Area,Ready To Move,T Dasarahalli,1 Bedroom,,480,1.0,0.0,35.29407981041139
380,Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2171,4.0,2.0,145.6535293921013
381,Plot  Area,Ready To Move,Hormavu,4 Bedroom,,3054,4.0,1.0,293.81392834158413
382,Super built-up  Area,20-Dec,Old Madras Road,2 BHK,SheldGr,1165 - 1225,2.0,0.0,59.69201420555342
383,Super built-up  Area,17-Nov,Babusapalaya,3 BHK,,1214,2.0,2.0,55.47448148273867
384,Super built-up  Area,Ready To Move,Dena Bank Colony,1 BHK,AlentAp,570,1.0,2.0,30.86327110122343
385,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,MJiyayl,1249,2.0,2.0,63.70334698789012
386,Built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1000,2.0,2.0,47.38503545215183
387,Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,206.5176571912233
388,Super built-up  Area,17-Nov,Sarjapur  Road,3 BHK,PualeSk,1924,4.0,1.0,133.45622775911247
389,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,54.73876991212449
390,Built-up  Area,Ready To Move,"Varthur Road, ",1 BHK,,663,1.0,1.0,33.928718691146095
391,Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1730,3.0,1.0,110.49624891909232
392,Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,1145,2.0,1.0,47.54257381351689
393,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1304,2.0,2.0,64.21202059190865
394,Super built-up  Area,21-Dec,Hebbal,3 BHK,Raard B,1645,3.0,2.0,101.94877716750383
395,Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2247,4.0,2.0,178.38141730002664
396,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1152,3.0,1.0,54.481492208607825
397,Built-up  Area,Ready To Move,"yelahanka, north",3 BHK,,1512,2.0,2.0,79.61208528396051
398,Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,,2830,4.0,0.0,213.43356280744396
399,Super built-up  Area,Ready To Move,Ittamadu,2 BHK,,1080,2.0,0.0,48.55921851989443
400,Plot  Area,Ready To Move,Whitefield,5 Bedroom,PrOakSi,2200,5.0,0.0,205.80348238789642
401,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3.0,3.0,81.36357571842294
402,Built-up  Area,Ready To Move,Hebbal,2 BHK,,1068,2.0,1.0,49.16972144744335
403,Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,,1200,4.0,1.0,200.03297444659415
404,Super built-up  Area,Ready To Move,Koramangala,3 BHK,Gencysi,2100,3.0,2.0,186.09484060641236
405,Super built-up  Area,Ready To Move,Jakkur,3 BHK,,1711,3.0,1.0,104.86059956991711
406,Super built-up  Area,Ready To Move,Hoodi,3 BHK,Keers S,1769,3.0,3.0,104.16072804204859
407,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,98.27205942971364
408,Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,,4000,2.0,1.0,232.0327778124652
409,Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,,1010,2.0,1.0,42.849404032019734
410,Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1145,2.0,2.0,52.09759923219008
411,Super built-up  Area,Ready To Move,Doopanahalli,3 BHK,VancyRe,2050,4.0,1.0,137.61594000433234
412,Plot  Area,Ready To Move,kg halli hidayat nagar,6 Bedroom,,600,3.0,3.0,87.32185958044684
413,Super built-up  Area,Ready To Move,Srinivasa Nagar,4 BHK,,3500,4.0,3.0,270.9270005402591
414,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,64.01710115404978
415,Built-up  Area,Ready To Move,Kauser Nagar,9 BHK,,4000,8.0,,164.25728158270636
416,Plot  Area,Ready To Move,Whitefield,4 Bedroom,SarkkHy,2660,3.0,2.0,226.28632169264125
417,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,53.241256124900445
418,Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,5576,6.0,3.0,536.4938505983955
419,Super built-up  Area,19-Dec,Hoodi,3 BHK,,1350,3.0,2.0,66.57623383968566
420,Plot  Area,Ready To Move,Hulimavu,9 Bedroom,,1200,9.0,1.0,154.97121978672777
421,Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1902.55,3.0,2.0,132.25898144048722
422,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prncy R,1180,2.0,2.0,59.318000797487905
423,Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Emine P,2666,4.0,1.0,217.5593133322328
424,Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,,1194,2.0,1.0,54.04788225614969
425,Super built-up  Area,Ready To Move,Bellandur ORR,4 BHK,,3335,4.0,3.0,265.800147059649
426,Plot  Area,Ready To Move,Sector 2 HSR Layout,1 Bedroom,,900,1.0,1.0,60.69959789490536
427,Built-up  Area,Ready To Move,Ulsoor,2 BHK,,900,2.0,0.0,43.61152924422758
428,Plot  Area,Ready To Move, Devarachikkanahalli,5 Bedroom,,1960,6.0,,277.67491904303284
429,Plot  Area,Ready To Move,Dodda Nekkundi,4 Bedroom,FeisePa,4000,5.0,,482.80903208285656
430,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,882,2.0,2.0,44.177752785745085
431,Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1150,2.0,2.0,52.873481121871386
432,Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2600,3.0,2.0,208.35301261789635
433,Built-up  Area,Ready To Move,Kengeri,1 BHK,,405,1.0,0.0,20.92307316833814
434,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,59.393260880767926
435,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,MBncyh ,1485,2.0,2.0,74.48476183656567
436,Built-up  Area,Ready To Move,MCECHS  layout,2 BHK,,1150,2.0,2.0,53.17061059532786
437,Super built-up  Area,18-Dec,Lalbagh Road,3 BHK,,2485,3.0,2.0,185.25138249775256
438,Super built-up  Area,Ready To Move,2nd Block Koramangala,2 BHK,,1200,2.0,1.0,71.92797924898179
439,Super built-up  Area,18-Oct,Vidyapeeta,2 BHK,,1095,2.0,2.0,46.212575162557755
440,Super built-up  Area,Ready To Move,Kadugodi,2 BHK,Alestrb,1314,2.0,1.0,71.24892612552335
441,Super built-up  Area,Ready To Move,Naidu Layout,2 BHK,,1180,2.0,1.0,55.45108872952138
442,Plot  Area,Ready To Move,Uttarahalli,7 Bedroom,,1750,7.0,0.0,167.5056897699335
443,Super built-up  Area,19-Jan,Gunjur,2 BHK,,1304,2.0,1.0,67.365756233211
444,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,NiarkHy,1222,2.0,1.0,59.17423853130319
445,Plot  Area,Ready To Move,Bhuvaneswari Nagar,5 Bedroom,,1410,4.0,,155.5078522310584
446,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Fea 3Al,880,3.0,0.0,55.126556227169694
447,Super built-up  Area,Ready To Move,Wilson Garden,3 BHK,SaageWi,2163,3.0,,138.66252721535716
448,Super built-up  Area,Ready To Move,Jeevanhalli,2 BHK,Puarka ,1200,2.0,2.0,62.80952731413465
449,Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,1975 - 2289,3.0,0.0,168.702607626325
450,Super built-up  Area,18-Jul,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,115.70321350997432
451,Super built-up  Area,Ready To Move,Bagalur Main Road,2 BHK,,1197,2.0,2.0,57.76708061081431
452,Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1245,2.0,2.0,58.96654489528856
453,Super built-up  Area,18-Aug,Balagere,2 BHK,Soresea,1007,2.0,1.0,54.01051970113325
454,Super built-up  Area,18-Mar,Rajarajeshwari Nagar,3 BHK,,1410,2.0,2.0,67.26155636544786
455,Super built-up  Area,Ready To Move,Chandapura,2 BHK,,950,2.0,0.0,38.569407196112834
456,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1050,2.0,2.0,52.538376736158995
457,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,,1478,2.0,2.0,70.49253667351145
458,Super built-up  Area,Ready To Move,kanakapura main road,3 BHK,,1425,2.0,2.0,73.07110823787822
459,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1275,2.0,2.0,59.28362017422777
460,Built-up  Area,Ready To Move,Munnekollal,2 BHK,Akave E,1200,2.0,1.0,64.2360844047305
461,Built-up  Area,Ready To Move,Kammanahalli,8 Bedroom,,5540,6.0,,316.034711782195
462,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1245,2.0,3.0,66.38925932870099
463,Super built-up  Area,Ready To Move,Hoodi,2 BHK,Mantsm ,1133,2.0,1.0,54.10232210960882
464,Super built-up  Area,18-Dec,Kathreguppe,3 BHK,,1650,3.0,3.0,88.65965400430261
465,Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Puitea ,1200,3.0,1.0,69.43867240768735
466,Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,900,2.0,1.0,73.13935024493283
467,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,993,2.0,1.0,43.49472103645425
468,Super built-up  Area,18-Feb,Panathur,1 BHK,,661,2.0,1.0,37.6653052159326
469,Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,,1101,2.0,2.0,48.91314544819514
470,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Manetr ,785,2.0,1.0,35.59901294050407
471,Plot  Area,Ready To Move,Mysore Road,5 Bedroom,,1200,3.0,2.0,111.61537850415908
472,Super built-up  Area,Ready To Move,Vijaya Bank Layout,2 BHK,,1200,2.0,1.0,56.670817811960994
473,Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1120,2.0,1.0,49.96509211357054
474,Super built-up  Area,18-Oct,Varthur,2 BHK,Soamsay,1210,2.0,1.0,62.55474950847773
475,Super built-up  Area,18-May,Electronic City Phase II,4 BHK,SNbay G,2150,4.0,2.0,132.75694164688795
476,Plot  Area,Ready To Move,Sundara Nagar,4 Bedroom,,1450,4.0,2.0,149.67849852809078
477,Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1000,2.0,1.0,32.647745648899075
478,Built-up  Area,Ready To Move,Whitefield,2 BHK,,1197,2.0,1.0,56.968582160713396
479,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,695,1.0,1.0,33.451293461348094
480,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,82.3967989608605
481,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1565,2.0,1.0,69.15760346187234
482,Super built-up  Area,Ready To Move,Sultan Palaya,4 BHK,RSntsAp,2200,3.0,3.0,137.16064469148776
483,Super built-up  Area,Ready To Move,Herohalli,2 BHK,,1200,2.0,1.0,57.83424686656202
484,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,53.64548868836913
485,Super built-up  Area,Ready To Move,BEML Layout,3 BHK,,1375,2.0,2.0,63.09614068292935
486,Plot  Area,Ready To Move,MS Pallya,2 Bedroom,,990,1.0,1.0,63.86477076127061
487,Built-up  Area,Ready To Move,Bagalur,4 BHK,Krton S,2400,4.0,2.0,177.50896342492544
488,Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1260,2.0,1.0,68.32607957641899
489,Super built-up  Area,Ready To Move,Shanthinagar,2 BHK,,1080,2.0,2.0,46.438223331536655
490,Built-up  Area,Ready To Move,Omkar Nagar,3 BHK,,1200,3.0,2.0,68.33941046987525
491,Super built-up  Area,17-May,Chikkalasandra,3 BHK,,1348,2.0,1.0,60.26895640938375
492,Built-up  Area,18-Apr,Whitefield,2 BHK,,1170,2.0,1.0,52.49787483830323
493,Super built-up  Area,Ready To Move,Chandapura,2 BHK,PavesGr,806,2.0,2.0,34.548020790397025
494,Super built-up  Area,20-Dec,Jakkur,2 BHK,ArndsSk,1245,2.0,1.0,67.31179233698715
495,Built-up  Area,Ready To Move,"Sarjapur Road, ",4 Bedroom,,2200,4.0,3.0,159.34550356901045
496,Plot  Area,Ready To Move,Tumkur Road,6 Bedroom,,1200,5.0,2.0,149.45200392553338
497,Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1370,3.0,2.0,135.58257412145207
498,Carpet  Area,Ready To Move,Thanisandra,2 BHK,R ra  R,1449,2.0,2.0,80.49612277546545
499,Super built-up  Area,18-May,Kumbena Agrahara,3 BHK,,1355,3.0,,68.52661733251529
500,Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,,1240,2.0,3.0,59.33733731861681
501,Super built-up  Area,18-May,Devanahalli,3 BHK,Cerdsga,1290,2.0,1.0,62.312465499421606
502,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,68.93713306353071
503,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1212,2.0,1.0,64.71953017668679
504,Super built-up  Area,19-Dec,Chandapura,3 BHK,SuVue S,1225,3.0,1.0,45.80595026768467
505,Built-up  Area,Ready To Move,Hebbal,2 BHK,Arsil B,1070,2.0,2.0,51.59638133034846
506,Built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,,1974,3.0,2.0,119.46887130214733
507,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PualeSk,1711,3.0,1.0,108.92938061496027
508,Built-up  Area,Ready To Move,Jalahalli West,1 BHK,Prntsax,460,1.0,1.0,26.523903698421428
509,Built-up  Area,17-Sep,Thanisandra,2 BHK,Bhmesy ,1276,2.0,2.0,72.28470975662164
